request_id,department_id,request_date,fiscal_year,loggedTime
14144,3,9/8/2014,2014,11.1
14145,1,9/8/2014,2014,25
14146,5,9/8/2014,2014,6.6
14147,2,9/9/2014,2014,11
14148,1,9/9/2014,2014,16.3
14149,3,9/10/2014,2014,10.1
14150,4,9/10/2014,2014,12.1
14151,3,9/10/2014,2014,2.4
14152,2,9/10/2014,2014,14.8
14153,5,9/11/2014,2014,12.6
14154,2,9/11/2014,2014,10.7
14155,1,9/11/2014,2014,12.3
14156,1,9/12/2014,2014,4.2
14157,2,9/12/2014,2014,10.2
14158,2,9/12/2014,2014,11.7
14159,4,9/13/2014,2014,15.9
14160,3,9/13/2014,2014,3.3
14161,2,9/13/2014,2014,27.8
14162,3,9/13/2014,2014,9.5
14163,4,9/14/2014,2014,12.1
14164,2,9/14/2014,2014,11.3
14165,5,9/14/2014,2014,7.9
14166,1,9/15/2014,2014,12.3
14167,1,9/15/2014,2014,6.1
14168,4,9/16/2014,2014,23.8
14169,2,9/16/2014,2014,7
14170,5,9/16/2014,2014,3.6
14171,2,9/16/2014,2014,14.9
14172,2,9/17/2014,2014,11.3
14173,2,9/17/2014,2014,12.1
14174,2,9/17/2014,2014,20.5
14175,2,9/18/2014,2014,9.5
14176,2,9/18/2014,2014,20.2
14177,2,9/18/2014,2014,10.3
14178,2,9/18/2014,2014,4.5
14179,1,9/19/2014,2014,13.1
14180,4,9/19/2014,2014,17.2
14181,6,9/19/2014,2014,4.5
14182,2,9/20/2014,2014,12.8
14183,2,9/20/2014,2014,7
14184,1,9/20/2014,2014,7.4
14185,6,9/21/2014,2014,12.9
14186,4,9/21/2014,2014,4.4
14187,6,9/21/2014,2014,10.5
14188,2,9/22/2014,2014,12.6
14189,4,9/22/2014,2014,20.1
14190,1,9/22/2014,2014,16.6
14191,3,9/22/2014,2014,4.7
14192,6,9/23/2014,2014,8.4
14193,4,9/23/2014,2014,13.3
14194,2,9/24/2014,2014,23.1
14195,1,9/24/2014,2014,7
14196,4,9/24/2014,2014,14.3
14197,4,9/25/2014,2014,33.4
14198,2,9/25/2014,2014,2.2
14199,1,9/25/2014,2014,8
14200,1,9/25/2014,2014,20.7
14201,1,9/26/2014,2014,5.2
14202,2,9/26/2014,2014,28.2
14203,2,9/27/2014,2014,4.2
14204,2,9/27/2014,2014,24.8
14205,6,9/28/2014,2014,21.2
14206,6,9/28/2014,2014,11.7
14207,4,9/28/2014,2014,6.2
14208,2,9/29/2014,2014,14.7
14209,6,9/29/2014,2014,15
14210,2,9/29/2014,2014,8
14211,4,9/30/2014,2014,3.7
14212,1,9/30/2014,2014,11.9
14213,2,10/1/2014,2014,15.1
14214,4,10/1/2014,2014,4.9
14215,4,10/1/2014,2014,16
14216,5,10/2/2014,2014,9.4
14217,2,10/2/2014,2014,31.4
14218,4,10/2/2014,2014,6.3
14219,4,10/3/2014,2014,31.3
14220,4,10/3/2014,2014,8.5
14221,2,10/3/2014,2014,12
14222,2,10/4/2014,2014,5.1
14223,2,10/4/2014,2014,93.5
14224,4,10/5/2014,2014,11.7
14225,3,10/5/2014,2014,4.1
14226,2,10/5/2014,2014,9.3
14227,3,10/6/2014,2014,12.8
14228,1,10/6/2014,2014,1.3
14229,2,10/6/2014,2014,9.8
14230,1,10/7/2014,2014,3.4
14231,4,10/7/2014,2014,20.4
14232,2,10/7/2014,2014,16.6
14233,5,10/8/2014,2014,15.5
14234,6,10/9/2014,2014,25.3
14235,2,10/9/2014,2014,12.5
14236,1,10/9/2014,2014,16.9
14237,5,10/10/2014,2014,9.3
14238,6,10/10/2014,2014,1.7
14239,5,10/11/2014,2014,11.7
14240,2,10/11/2014,2014,20.5
14241,2,10/12/2014,2014,11.6
14242,6,10/12/2014,2014,5.2
14243,4,10/12/2014,2014,9.4
14244,2,10/13/2014,2014,11.9
14245,4,10/13/2014,2014,18.8
14246,3,10/13/2014,2014,6.4
14247,2,10/14/2014,2014,11.7
14248,1,10/14/2014,2014,13.5
14249,2,10/14/2014,2014,2.4
14250,2,10/15/2014,2014,11.4
14251,1,10/15/2014,2014,11.9
14252,6,10/16/2014,2014,4.7
14253,2,10/16/2014,2014,12.5
14254,1,10/16/2014,2014,6.8
14255,4,10/17/2014,2014,10.8
14256,4,10/17/2014,2014,13.5
14257,2,10/17/2014,2014,2.6
14258,3,10/18/2014,2014,13
14259,5,10/19/2014,2014,15.3
14260,4,10/19/2014,2014,24.6
14261,1,10/20/2014,2014,5.2
14262,2,10/20/2014,2014,14
14263,2,10/20/2014,2014,3.8
14264,6,10/21/2014,2014,13.2
14265,1,10/22/2014,2014,17.2
14266,4,10/22/2014,2014,11.7
14267,5,10/23/2014,2014,13.7
14268,2,10/23/2014,2014,2.8
14269,4,10/24/2014,2014,9.3
14270,3,10/24/2014,2014,9.4
14271,2,10/25/2014,2014,11.7
14272,2,10/25/2014,2014,11.4
14273,2,10/25/2014,2014,12.6
14274,2,10/26/2014,2014,13.3
14275,4,10/26/2014,2014,10
14276,2,10/27/2014,2014,9.5
14277,2,10/27/2014,2014,4.4
14278,4,10/28/2014,2014,11.7
14279,2,10/28/2014,2014,6.3
14280,3,10/28/2014,2014,10.7
14281,4,10/29/2014,2014,10.5
14282,4,10/29/2014,2014,19.8
14283,4,10/30/2014,2014,11.7
14284,2,10/31/2014,2014,13.1
14285,5,10/31/2014,2014,14.1
14286,2,11/1/2014,2014,11.7
14287,1,11/1/2014,2014,2.7
14288,1,11/2/2014,2014,18.2
14289,2,11/3/2014,2014,59.1
14290,4,11/3/2014,2014,12.1
14291,4,11/4/2014,2014,6.8
14292,1,11/4/2014,2014,16.1
14293,4,11/4/2014,2014,11.6
14294,4,11/5/2014,2014,11.7
14295,1,11/6/2014,2014,12.3
14296,4,11/6/2014,2014,11.1
14297,2,11/7/2014,2014,23.9
14298,4,11/7/2014,2014,11.2
14299,2,11/8/2014,2014,5
14300,2,11/8/2014,2014,11.7
14301,2,11/8/2014,2014,12.8
14302,4,11/9/2014,2014,9.1
14303,1,11/9/2014,2014,11.9
14304,2,11/10/2014,2014,21.1
14305,2,11/10/2014,2014,13.4
14306,1,11/11/2014,2014,2.8
14307,4,11/11/2014,2014,11.7
14308,4,11/12/2014,2014,24.3
14309,1,11/12/2014,2014,6.4
14310,2,11/12/2014,2014,20.9
14311,4,11/12/2014,2014,11.7
14312,1,11/13/2014,2014,5.5
14313,1,11/13/2014,2014,11.7
14314,2,11/14/2014,2014,11.5
14315,5,11/14/2014,2014,11
14316,2,11/15/2014,2014,11.5
14317,1,11/15/2014,2014,12.8
14318,1,11/15/2014,2014,3.3
14319,3,11/16/2014,2014,6.1
14320,4,11/16/2014,2014,3.3
14321,5,11/16/2014,2014,15.9
14322,2,11/17/2014,2014,11.6
14323,2,11/17/2014,2014,18
14324,4,11/17/2014,2014,14.9
14325,3,11/18/2014,2014,10.4
14326,2,11/18/2014,2014,19.5
14327,2,11/18/2014,2014,9.3
14328,2,11/19/2014,2014,8.4
14329,2,11/19/2014,2014,2.7
14330,2,11/20/2014,2014,19.9
14331,1,11/20/2014,2014,8.4
14332,2,11/21/2014,2014,25.4
14333,5,11/21/2014,2014,9.9
14334,2,11/21/2014,2014,25.3
14335,2,11/21/2014,2014,11.7
14336,2,11/22/2014,2014,12.7
14337,4,11/22/2014,2014,10.6
14338,2,11/22/2014,2014,9.6
14339,4,11/23/2014,2014,3.4
14340,2,11/23/2014,2014,11.7
14341,1,11/24/2014,2014,15.1
14342,6,11/24/2014,2014,11.7
14343,2,11/24/2014,2014,8.2
14344,1,11/25/2014,2014,18.9
14345,2,11/25/2014,2014,9.2
14346,4,11/26/2014,2014,3.6
14347,2,11/26/2014,2014,11.7
14348,1,11/27/2014,2014,21.6
14349,1,11/27/2014,2014,9.5
14350,1,11/27/2014,2014,8.8
14351,4,11/28/2014,2014,4.6
14352,2,11/28/2014,2014,12.3
14353,2,11/28/2014,2014,11.7
14354,5,11/29/2014,2014,10.6
14355,4,11/29/2014,2014,12.8
14356,4,11/29/2014,2014,19.6
14357,1,11/30/2014,2014,21.1
14358,4,11/30/2014,2014,3.3
14359,1,12/1/2014,2014,4.5
14360,2,12/1/2014,2014,13.1
14361,2,12/1/2014,2014,8.4
14362,4,12/2/2014,2014,27.3
14363,4,12/2/2014,2014,7.8
14364,6,12/3/2014,2014,20.8
14365,4,12/3/2014,2014,3.4
14366,4,12/3/2014,2014,5.5
14367,4,12/4/2014,2014,11.5
14368,2,12/4/2014,2014,11.7
14369,5,12/5/2014,2014,11.7
14370,4,12/5/2014,2014,21
14371,1,12/5/2014,2014,15.2
14372,3,12/5/2014,2014,7.4
14373,3,12/6/2014,2014,16.1
14374,2,12/6/2014,2014,8
14375,2,12/7/2014,2014,13.1
14376,2,12/7/2014,2014,4
14377,5,12/8/2014,2014,9.2
14378,2,12/8/2014,2014,21.4
14379,4,12/8/2014,2014,11.4
14380,5,12/9/2014,2014,24.9
14381,2,12/9/2014,2014,21.3
14382,6,12/9/2014,2014,8.9
14383,6,12/10/2014,2014,4
14384,1,12/10/2014,2014,12.7
14385,2,12/10/2014,2014,7.9
14386,1,12/10/2014,2014,15
14387,4,12/11/2014,2014,15
14388,4,12/11/2014,2014,11.7
14389,1,12/12/2014,2014,6.4
14390,4,12/12/2014,2014,11.2
14391,1,12/12/2014,2014,11.9
14392,4,12/13/2014,2014,8.4
14393,1,12/13/2014,2014,11.7
14394,4,12/13/2014,2014,12.1
14395,2,12/13/2014,2014,15.8
14396,1,12/14/2014,2014,6
14397,2,12/14/2014,2014,43.2
14398,2,12/15/2014,2014,4.3
14399,2,12/15/2014,2014,14.7
14400,1,12/15/2014,2014,11.7
14401,5,12/16/2014,2014,6.4
14402,2,12/16/2014,2014,20.6
14403,2,12/16/2014,2014,17.9
14404,4,12/17/2014,2014,11.7
14405,4,12/17/2014,2014,22.6
14406,5,12/17/2014,2014,33.5
14407,4,12/18/2014,2014,12.5
14408,2,12/18/2014,2014,9.1
14409,1,12/19/2014,2014,25.4
14410,2,12/19/2014,2014,12.9
14411,2,12/19/2014,2014,1.3
14412,1,12/20/2014,2014,11.8
14413,2,12/20/2014,2014,17.4
14414,4,12/20/2014,2014,11.5
14415,1,12/21/2014,2014,12.5
14416,2,12/21/2014,2014,3.6
14417,3,12/21/2014,2014,34
14418,1,12/21/2014,2014,12.6
14419,1,12/22/2014,2014,25.6
14420,3,12/22/2014,2014,10.3
14421,1,12/22/2014,2014,31.9
14422,4,12/23/2014,2014,3.1
14423,4,12/23/2014,2014,12.2
14424,2,12/24/2014,2014,13.1
14425,4,12/24/2014,2014,12.1
14426,4,12/24/2014,2014,12
14427,1,12/25/2014,2014,14.3
14428,4,12/25/2014,2014,11.7
14429,2,12/25/2014,2014,9
14430,1,12/26/2014,2014,8
14431,2,12/26/2014,2014,31.1
14432,1,12/26/2014,2014,4.1
14433,4,12/27/2014,2014,12.6
14434,6,12/27/2014,2014,13.5
14435,6,12/27/2014,2014,16.7
14436,1,12/28/2014,2014,9.8
14437,2,12/28/2014,2014,12.9
14438,1,12/28/2014,2014,29.3
14439,2,12/29/2014,2014,33.2
14440,1,12/29/2014,2014,6.4
14441,6,12/29/2014,2014,11.7
14442,4,12/30/2014,2014,15.3
14443,2,12/30/2014,2014,26.6
14444,2,12/31/2014,2014,19.5
14445,2,12/31/2014,2014,13.3
14446,1,12/31/2014,2014,18
14447,1,1/1/2015,2015,12.5
14448,4,1/2/2015,2015,1.5
14449,2,1/2/2015,2015,15.4
14450,3,1/3/2015,2015,37.5
14451,2,1/3/2015,2015,13.5
14452,4,1/3/2015,2015,5.2
14453,3,1/4/2015,2015,2.8
14454,3,1/5/2015,2015,12.5
14455,1,1/6/2015,2015,19
14456,1,1/7/2015,2015,17.8
14457,4,1/8/2015,2015,12.5
14458,2,1/8/2015,2015,10.5
14459,2,1/9/2015,2015,12.5
14460,2,1/10/2015,2015,12.9
14461,4,1/11/2015,2015,5.3
14462,1,1/11/2015,2015,12.5
14463,1,1/12/2015,2015,21
14464,3,1/13/2015,2015,18.3
14465,2,1/13/2015,2015,7.5
14466,2,1/13/2015,2015,17.5
14467,1,1/14/2015,2015,12.5
14468,2,1/14/2015,2015,16.2
14469,1,1/15/2015,2015,33.2
14470,2,1/15/2015,2015,12.5
14471,2,1/15/2015,2015,6.9
14472,2,1/16/2015,2015,43.1
14473,2,1/17/2015,2015,17.3
14474,1,1/17/2015,2015,21.2
14475,2,1/18/2015,2015,5.3
14476,4,1/18/2015,2015,12.5
14477,1,1/18/2015,2015,9.2
14478,1,1/19/2015,2015,14.4
14479,2,1/20/2015,2015,26.3
14480,6,1/20/2015,2015,8.2
14481,1,1/21/2015,2015,14.5
14482,1,1/21/2015,2015,10.1
14483,2,1/22/2015,2015,22.9
14484,4,1/22/2015,2015,5.9
14485,3,1/22/2015,2015,6
14486,6,1/23/2015,2015,19.1
14487,4,1/23/2015,2015,13
14488,6,1/24/2015,2015,12.5
14489,2,1/24/2015,2015,5.3
14490,2,1/24/2015,2015,14.7
14491,2,1/25/2015,2015,10.9
14492,6,1/25/2015,2015,32.8
14493,6,1/26/2015,2015,8.1
14494,4,1/27/2015,2015,17.6
14495,2,1/27/2015,2015,8
14496,2,1/27/2015,2015,2.7
14497,2,1/28/2015,2015,12
14498,4,1/28/2015,2015,24.7
14499,6,1/28/2015,2015,13
14500,4,1/29/2015,2015,9.1
14501,2,1/29/2015,2015,25
14502,1,1/29/2015,2015,5.5
14503,4,1/30/2015,2015,12.6
14504,6,1/30/2015,2015,16
14505,4,1/31/2015,2015,7.2
14506,1,1/31/2015,2015,14.7
14507,2,1/31/2015,2015,11.2
14508,4,2/1/2015,2015,45.2
14509,1,2/1/2015,2015,17.3
14510,4,2/1/2015,2015,12.7
14511,4,2/2/2015,2015,29.2
14512,1,2/2/2015,2015,8.9
14513,1,2/2/2015,2015,16.1
14514,2,2/3/2015,2015,12.9
14515,4,2/4/2015,2015,15.4
14516,2,2/4/2015,2015,18.4
14517,4,2/4/2015,2015,3.5
14518,2,2/4/2015,2015,3.8
14519,4,2/5/2015,2015,18.9
14520,2,2/5/2015,2015,12.5
14521,4,2/6/2015,2015,8.5
14522,1,2/7/2015,2015,11.4
14523,2,2/7/2015,2015,12.5
14524,4,2/7/2015,2015,6
14525,4,2/7/2015,2015,3.5
14526,4,2/8/2015,2015,17.5
14527,2,2/8/2015,2015,4.4
14528,4,2/8/2015,2015,4.1
14529,5,2/9/2015,2015,13.2
14530,1,2/9/2015,2015,6.7
14531,4,2/9/2015,2015,22.2
14532,4,2/9/2015,2015,8.5
14533,4,2/10/2015,2015,21.5
14534,4,2/10/2015,2015,13
14535,2,2/10/2015,2015,2.9
14536,1,2/11/2015,2015,9.6
14537,5,2/11/2015,2015,6.4
14538,2,2/12/2015,2015,17.5
14539,4,2/12/2015,2015,16.9
14540,1,2/12/2015,2015,10.7
14541,1,2/12/2015,2015,17.1
14542,4,2/12/2015,2015,12.5
14543,2,2/13/2015,2015,21.4
14544,2,2/13/2015,2015,9.8
14545,4,2/13/2015,2015,13.3
14546,2,2/14/2015,2015,7.6
14547,1,2/14/2015,2015,1.5
14548,2,2/14/2015,2015,15.1
14549,4,2/15/2015,2015,42.7
14550,1,2/15/2015,2015,12.5
14551,3,2/15/2015,2015,6.3
14552,3,2/16/2015,2015,17.1
14553,4,2/16/2015,2015,9.8
14554,2,2/16/2015,2015,6.4
14555,4,2/17/2015,2015,5.9
14556,1,2/17/2015,2015,12.5
14557,2,2/17/2015,2015,21.6
14558,2,2/17/2015,2015,7.8
14559,2,2/18/2015,2015,41.1
14560,6,2/18/2015,2015,23.9
14561,1,2/18/2015,2015,9.7
14562,1,2/18/2015,2015,12.5
14563,2,2/19/2015,2015,11.1
14564,4,2/19/2015,2015,5.9
14565,2,2/19/2015,2015,13.9
14566,1,2/20/2015,2015,11.5
14567,1,2/20/2015,2015,37.8
14568,5,2/21/2015,2015,7.9
14569,4,2/21/2015,2015,14.5
14570,3,2/21/2015,2015,15
14571,5,2/22/2015,2015,17.7
14572,2,2/22/2015,2015,8.7
14573,2,2/22/2015,2015,10.7
14574,4,2/22/2015,2015,42.6
14575,2,2/22/2015,2015,7.3
14576,1,2/23/2015,2015,12.5
14577,4,2/23/2015,2015,13.9
14578,3,2/24/2015,2015,13.7
14579,2,2/24/2015,2015,12.5
14580,1,2/24/2015,2015,10.3
14581,4,2/25/2015,2015,12.5
14582,1,2/25/2015,2015,4.6
14583,2,2/25/2015,2015,21.5
14584,1,2/25/2015,2015,14.8
14585,4,2/26/2015,2015,25.9
14586,2,2/26/2015,2015,36.1
14587,4,2/26/2015,2015,14.6
14588,1,2/26/2015,2015,9.5
14589,1,2/27/2015,2015,10.2
14590,2,2/27/2015,2015,14.8
14591,4,2/27/2015,2015,7.7
14592,2,2/28/2015,2015,2
14593,4,2/28/2015,2015,10.2
14594,1,2/28/2015,2015,10.9
14595,4,2/28/2015,2015,5.5
14596,1,3/1/2015,2015,4.2
14597,1,3/1/2015,2015,8.5
14598,2,3/1/2015,2015,7.3
14599,2,3/1/2015,2015,12.5
14600,2,3/2/2015,2015,11.9
14601,2,3/2/2015,2015,6.2
14602,4,3/2/2015,2015,4.6
14603,1,3/2/2015,2015,3.4
14604,1,3/3/2015,2015,14
14605,1,3/3/2015,2015,25.2
14606,2,3/3/2015,2015,4.3
14607,4,3/3/2015,2015,20.6
14608,6,3/4/2015,2015,21.2
14609,2,3/4/2015,2015,6.9
14610,4,3/4/2015,2015,35.2
14611,4,3/4/2015,2015,14.2
14612,5,3/4/2015,2015,5.7
14613,4,3/5/2015,2015,7.4
14614,2,3/5/2015,2015,31.6
14615,4,3/5/2015,2015,16.8
14616,1,3/5/2015,2015,6.5
14617,6,3/6/2015,2015,56.5
14618,4,3/6/2015,2015,13.8
14619,2,3/6/2015,2015,44.8
14620,4,3/7/2015,2015,4
14621,2,3/7/2015,2015,14.8
14622,2,3/7/2015,2015,9.7
14623,3,3/7/2015,2015,18.4
14624,6,3/8/2015,2015,15.5
14625,5,3/8/2015,2015,31.5
14626,2,3/8/2015,2015,10
14627,2,3/8/2015,2015,12.5
14628,4,3/9/2015,2015,11.4
14629,2,3/9/2015,2015,22.9
14630,4,3/9/2015,2015,13.6
14631,2,3/9/2015,2015,32
14632,1,3/10/2015,2015,9.8
14633,2,3/10/2015,2015,7.9
14634,1,3/10/2015,2015,14.9
14635,2,3/10/2015,2015,14.5
14636,4,3/10/2015,2015,13.5
14637,1,3/11/2015,2015,5.4
14638,2,3/11/2015,2015,17
14639,4,3/11/2015,2015,11.3
14640,4,3/12/2015,2015,2.3
14641,1,3/12/2015,2015,25.4
14642,4,3/12/2015,2015,9.7
14643,2,3/13/2015,2015,12.5
14644,2,3/13/2015,2015,22.2
14645,6,3/13/2015,2015,22.8
14646,2,3/13/2015,2015,9.8
14647,2,3/14/2015,2015,14.1
14648,1,3/14/2015,2015,23.4
14649,3,3/14/2015,2015,20.9
14650,2,3/14/2015,2015,16.2
14651,6,3/15/2015,2015,16.7
14652,2,3/15/2015,2015,10.6
14653,5,3/15/2015,2015,38.1
14654,4,3/15/2015,2015,10.3
14655,2,3/16/2015,2015,12.5
14656,2,3/16/2015,2015,7.5
14657,1,3/16/2015,2015,17.9
14658,2,3/16/2015,2015,17.3
14659,1,3/17/2015,2015,24.3
14660,1,3/17/2015,2015,7.1
14661,2,3/17/2015,2015,15.2
14662,5,3/17/2015,2015,12.5
14663,1,3/17/2015,2015,8.8
14664,2,3/18/2015,2015,10.3
14665,1,3/18/2015,2015,13.9
14666,2,3/18/2015,2015,12.5
14667,5,3/18/2015,2015,18.4
14668,4,3/19/2015,2015,4
14669,6,3/19/2015,2015,16.9
14670,2,3/19/2015,2015,5.5
14671,2,3/19/2015,2015,4.7
14672,1,3/20/2015,2015,44.3
14673,2,3/20/2015,2015,27.6
14674,4,3/20/2015,2015,7.8
14675,2,3/20/2015,2015,17.2
14676,4,3/21/2015,2015,10.5
14677,1,3/21/2015,2015,24.9
14678,2,3/21/2015,2015,12
14679,4,3/21/2015,2015,16.9
14680,1,3/22/2015,2015,15.3
14681,2,3/22/2015,2015,8.3
14682,4,3/22/2015,2015,9.2
14683,6,3/22/2015,2015,18.1
14684,2,3/23/2015,2015,24.7
14685,6,3/23/2015,2015,46.6
14686,1,3/23/2015,2015,9.5
14687,2,3/23/2015,2015,42.5
14688,4,3/23/2015,2015,7.7
14689,4,3/24/2015,2015,3.5
14690,2,3/24/2015,2015,8.7
14691,2,3/24/2015,2015,13
14692,1,3/25/2015,2015,10.1
14693,3,3/25/2015,2015,11.3
14694,2,3/25/2015,2015,4.7
14695,4,3/26/2015,2015,11.9
14696,4,3/26/2015,2015,57.8
14697,2,3/26/2015,2015,19.3
14698,2,3/26/2015,2015,14.3
14699,4,3/26/2015,2015,7.6
14700,4,3/27/2015,2015,19.1
14701,4,3/27/2015,2015,8.5
14702,2,3/27/2015,2015,15.7
14703,2,3/27/2015,2015,16.3
14704,2,3/28/2015,2015,13
14705,2,3/28/2015,2015,12
14706,1,3/28/2015,2015,8.1
14707,4,3/28/2015,2015,29.5
14708,3,3/29/2015,2015,10.2
14709,2,3/29/2015,2015,14.4
14710,1,3/29/2015,2015,31.4
14711,1,3/29/2015,2015,10.6
14712,2,3/30/2015,2015,31.7
14713,1,3/30/2015,2015,16.5
14714,1,3/30/2015,2015,6.6
14715,1,3/31/2015,2015,29.5
14716,5,3/31/2015,2015,10.4
14717,2,4/1/2015,2015,30.4
14718,2,4/1/2015,2015,5.4
14719,2,4/1/2015,2015,10.6
14720,2,4/1/2015,2015,26.8
14721,6,4/2/2015,2015,10.8
14722,1,4/2/2015,2015,5.6
14723,4,4/2/2015,2015,2.3
14724,4,4/2/2015,2015,19.9
14725,3,4/3/2015,2015,14.5
14726,6,4/3/2015,2015,4.6
14727,1,4/4/2015,2015,17.2
14728,1,4/4/2015,2015,7.4
14729,4,4/4/2015,2015,8.5
14730,2,4/4/2015,2015,9.2
14731,5,4/4/2015,2015,16.7
14732,2,4/5/2015,2015,3.1
14733,2,4/5/2015,2015,30
14734,1,4/5/2015,2015,10.8
14735,6,4/5/2015,2015,35.9
14736,2,4/6/2015,2015,11.4
14737,3,4/6/2015,2015,17.5
14738,4,4/6/2015,2015,27.8
14739,3,4/7/2015,2015,26.9
14740,4,4/7/2015,2015,6.9
14741,2,4/8/2015,2015,12.5
14742,4,4/8/2015,2015,4.5
14743,4,4/8/2015,2015,45.9
14744,4,4/8/2015,2015,3.1
14745,1,4/8/2015,2015,21
14746,2,4/9/2015,2015,14.8
14747,6,4/9/2015,2015,10.2
14748,6,4/9/2015,2015,7.6
14749,2,4/9/2015,2015,17.9
14750,4,4/10/2015,2015,1.5
14751,4,4/10/2015,2015,10.4
14752,4,4/10/2015,2015,6.5
14753,4,4/11/2015,2015,14.9
14754,4,4/11/2015,2015,3.8
14755,1,4/11/2015,2015,23.1
14756,1,4/12/2015,2015,13.2
14757,1,4/12/2015,2015,16.7
14758,4,4/13/2015,2015,13.8
14759,1,4/13/2015,2015,32.9
14760,4,4/13/2015,2015,12
14761,1,4/14/2015,2015,17.3
14762,1,4/14/2015,2015,70.6
14763,3,4/14/2015,2015,11.7
14764,2,4/15/2015,2015,26.9
14765,1,4/15/2015,2015,10.2
14766,2,4/15/2015,2015,5.2
14767,2,4/16/2015,2015,12.7
14768,4,4/16/2015,2015,11.2
14769,2,4/16/2015,2015,6.1
14770,2,4/17/2015,2015,16.9
14771,2,4/17/2015,2015,1.9
14772,6,4/17/2015,2015,12.7
14773,1,4/17/2015,2015,28.2
14774,1,4/18/2015,2015,3.5
14775,2,4/18/2015,2015,9.4
14776,4,4/19/2015,2015,9.3
14777,2,4/19/2015,2015,10
14778,2,4/20/2015,2015,33.5
14779,1,4/20/2015,2015,8.2
14780,3,4/20/2015,2015,46
14781,1,4/21/2015,2015,13
14782,4,4/21/2015,2015,7.9
14783,2,4/21/2015,2015,14.3
14784,4,4/22/2015,2015,8.4
14785,6,4/22/2015,2015,2.7
14786,4,4/22/2015,2015,14.2
14787,4,4/23/2015,2015,6.9
14788,4,4/23/2015,2015,15.5
14789,2,4/23/2015,2015,21
14790,1,4/24/2015,2015,12.5
14791,4,4/24/2015,2015,17.5
14792,1,4/25/2015,2015,5.1
14793,3,4/25/2015,2015,19.9
14794,4,4/26/2015,2015,11.1
14795,4,4/26/2015,2015,22.6
14796,2,4/26/2015,2015,13.8
14797,2,4/27/2015,2015,12.5
14798,1,4/28/2015,2015,1.8
14799,1,4/28/2015,2015,16.7
14800,4,4/29/2015,2015,12.1
14801,2,4/29/2015,2015,13.5
14802,1,4/29/2015,2015,11.5
14803,2,4/30/2015,2015,3.7
14804,4,4/30/2015,2015,7.2
14805,4,5/1/2015,2015,4.4
14806,1,5/1/2015,2015,16.4
14807,2,5/2/2015,2015,12.5
14808,1,5/2/2015,2015,11.8
14809,2,5/2/2015,2015,38.9
14810,1,5/2/2015,2015,23.1
14811,4,5/3/2015,2015,31.4
14812,4,5/4/2015,2015,34.7
14813,4,5/4/2015,2015,12.5
14814,4,5/5/2015,2015,21.1
14815,3,5/5/2015,2015,11.5
14816,5,5/5/2015,2015,11.8
14817,1,5/7/2015,2015,12.5
14818,2,5/7/2015,2015,9.3
14819,4,5/7/2015,2015,15.8
14820,6,5/8/2015,2015,14.6
14821,3,5/8/2015,2015,30.9
14822,4,5/9/2015,2015,12.5
14823,4,5/10/2015,2015,22
14824,2,5/10/2015,2015,24
14825,1,5/10/2015,2015,3.5
14826,1,5/11/2015,2015,6.9
14827,2,5/11/2015,2015,14
14828,2,5/12/2015,2015,4.7
14829,2,5/12/2015,2015,29.2
14830,2,5/13/2015,2015,28.6
14831,2,5/13/2015,2015,31.2
14832,1,5/13/2015,2015,15.8
14833,4,5/14/2015,2015,3.6
14834,4,5/14/2015,2015,4.9
14835,2,5/14/2015,2015,2.6
14836,2,5/14/2015,2015,24
14837,2,5/15/2015,2015,13.4
14838,2,5/15/2015,2015,11.6
14839,3,5/15/2015,2015,14.4
14840,4,5/16/2015,2015,9.5
14841,2,5/16/2015,2015,12.5
14842,2,5/16/2015,2015,44.1
14843,4,5/17/2015,2015,18.3
14844,2,5/17/2015,2015,12.5
14845,2,5/17/2015,2015,55.5
14846,5,5/18/2015,2015,13.3
14847,6,5/18/2015,2015,15.3
14848,3,5/18/2015,2015,13.3
14849,4,5/18/2015,2015,5
14850,1,5/19/2015,2015,16.7
14851,4,5/19/2015,2015,11.2
14852,6,5/19/2015,2015,12.5
14853,2,5/19/2015,2015,17.6
14854,4,5/20/2015,2015,11.7
14855,4,5/20/2015,2015,13.9
14856,1,5/20/2015,2015,17
14857,2,5/21/2015,2015,16.7
14858,2,5/21/2015,2015,4.3
14859,1,5/21/2015,2015,12.5
14860,1,5/22/2015,2015,2.8
14861,1,5/22/2015,2015,14.6
14862,2,5/22/2015,2015,14.7
14863,2,5/23/2015,2015,13.2
14864,3,5/24/2015,2015,14.3
14865,2,5/24/2015,2015,21.5
14866,6,5/24/2015,2015,15.7
14867,1,5/24/2015,2015,7.5
14868,4,5/25/2015,2015,3.1
14869,2,5/25/2015,2015,8.9
14870,1,5/25/2015,2015,13.7
14871,2,5/25/2015,2015,4.5
14872,4,5/26/2015,2015,7.9
14873,4,5/26/2015,2015,6.7
14874,1,5/26/2015,2015,20.3
14875,1,5/27/2015,2015,44.1
14876,4,5/27/2015,2015,15
14877,4,5/28/2015,2015,12.5
14878,2,5/28/2015,2015,10.2
14879,2,5/28/2015,2015,9.2
14880,4,5/29/2015,2015,14.1
14881,2,5/29/2015,2015,6
14882,4,5/29/2015,2015,18.6
14883,1,5/30/2015,2015,8.6
14884,1,5/30/2015,2015,16.4
14885,4,5/30/2015,2015,5.7
